drug_name,smiles,therapeutic_min_mg_L,therapeutic_max_mg_L,toxic_min_mg_L,half_life_h,half_life_h_max,source,pubchem_cid,unit_converted,data_quality_flag,likely_therapeutic_agent,non_therapeutic_reason
Oxybenzone,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,0.083,0.532,,,,Schulz_2020_CritCare,4632,no,,False,sunscreen_topical_not_systemic
Oxybutinin (Oxybutynin),CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,0.001,0.02,,2,5,Schulz_2020_CritCare,4634,no,,True,
Oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,0.005,0.1,0.2,2,5,Schulz_2020_CritCare,5284603,no,,True,
Oxyfedrine,CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC,0.06,0.06,,4.2,,Schulz_2020_CritCare,5489013,no,,True,
Oxymorphone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,0.0005,0.005,,7,9,Schulz_2020_CritCare,5284604,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,25,100,200,48,72,Schulz_2020_CritCare,4641,no,,True,
Oxypurinol,C1=NNC2=C1C(=O)NC(=O)N2,5,15,20,18,30,Schulz_2020_CritCare,135398752,no,,True,
Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,0.25,7,,8,20,Schulz_2020_CritCare,36314,no,,True,
Paliperidone (9-Hydroxyrisperidone),CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0.02,0.06,0.12,17,24,Schulz_2020_CritCare,115237,no,,True,
Pamidronate (Pamidronic acid),C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,0.02,0.02,,,,Schulz_2020_CritCare,4674,no,,True,
Pancuronium,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,0.025,0.1,0.4,1.5,2.5,Schulz_2020_CritCare,441289,no,,True,
Pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1.5,14,28,1,2,Schulz_2020_CritCare,4679,no,,True,
Papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,0.2,2,,1,2,Schulz_2020_CritCare,4680,no,,True,
Paracetamol,CC(=O)NC1=CC=C(C=C1)O,10,25,100,2,4,Schulz_2020_CritCare,1983,no,,True,
Paraldehyde,CC1OC(OC(O1)C)C,10,100,200,4,10,Schulz_2020_CritCare,31264,no,,True,
Paroxetine,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,0.002,0.065,0.12,16,24,Schulz_2020_CritCare,43815,no,,True,
Pefloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,1,10,25,8,15,Schulz_2020_CritCare,51081,no,,True,
Pemoline,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,1,7,,7,13,Schulz_2020_CritCare,4723,no,,True,
Penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,0.01,0.3,,17,26,Schulz_2020_CritCare,37464,no,,True,
Penfluridol,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,0.004,0.025,,70,,Schulz_2020_CritCare,33630,no,,True,
(D-)Penicillamine,CC(C)(C(C(=O)O)N)S,1.7,5.6,,1,3,Schulz_2020_CritCare,5852,no,,True,
Penicillin G,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0.1,2.5,,0.5,1,Schulz_2020_CritCare,5904,no,,True,
Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,0.3,0.5,0.8,6,9,Schulz_2020_CritCare,4735,no,,True,
Pentazocine,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,0.01,0.2,1,2,5,Schulz_2020_CritCare,441278,no,,True,
Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,5,5,20,48,Schulz_2020_CritCare,4737,no,,True,
Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,0.5,2,4,0.5,3,Schulz_2020_CritCare,4740,no,,True,
Perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,0.18,0.98,1,48,105,Schulz_2020_CritCare,9924495,no,,True,
Perazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,0.1,0.23,0.46,8,16,Schulz_2020_CritCare,4744,no,,True,
Perhexiline,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,0.11,0.6,0.6,12,18,Schulz_2020_CritCare,4746,no,,True,
Periciazine (Pericyazine),C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,0.005,0.03,0.1,7,9,Schulz_2020_CritCare,4747,no,,True,
Perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,0.08,0.15,,0.8,3,Schulz_2020_CritCare,107807,no,,True,
Perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,0.0006,0.0024,0.005,8,12,Schulz_2020_CritCare,4748,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Pethidine (Meperidine),CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0.1,0.8,1,3,6,Schulz_2020_CritCare,4058,no,,True,
Phenacetin,CCOC1=CC=C(C=C1)NC(=O)C,5,10,50,,,Schulz_2020_CritCare,4754,no,,True,
Phenazepam,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3Cl,0.02,0.04,,60,,Schulz_2020_CritCare,40113,no,,True,
Phenazone (Antipyrine),CC1=CC(=O)N(N1C)C2=CC=CC=C2,1,25,50,10,12,Schulz_2020_CritCare,2206,no,,True,
Phencyclidine (PCP),C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,0.01,0.2,0.007,1,12,Schulz_2020_CritCare,6468,no,,False,schedule_ii_no_therapeutic_use
Phendimetrazine,CC1C(OCCN1C)C2=CC=CC=C2,0.02,0.1,,2,4,Schulz_2020_CritCare,30487,no,,True,
Phenelzine,C1=CC=C(C=C1)CCNN,0.001,0.002,0.5,6,8,Schulz_2020_CritCare,3675,no,,True,
Phenformin,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,0.03,0.1,0.6,4,13,Schulz_2020_CritCare,8249,no,,True,
Pheniramine,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,0.01,0.27,,16,19,Schulz_2020_CritCare,4761,no,,True,
Phenmetrazine,CC1C(OCCN1)C2=CC=CC=C2,0.02,0.25,0.5,,,Schulz_2020_CritCare,4762,no,,True,
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,10,40,40,60,130,Schulz_2020_CritCare,4763,no,,True,
Phenol,C1=CC=C(C=C1)O,10,10,50,0.5,1,Schulz_2020_CritCare,996,no,,True,
Phenprocoumon,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,1,3,5,100,160,Schulz_2020_CritCare,54680692,no,,True,
Phensuximide,CN1C(=O)CC(C1=O)C2=CC=CC=C2,4,10,80,4,12,Schulz_2020_CritCare,6839,no,,True,
Phentermine,CC(C)(CC1=CC=CC=C1)N,0.03,0.1,0.9,,,Schulz_2020_CritCare,4771,no,,True,
Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,50,100,120,30,175,Schulz_2020_CritCare,4781,no,,True,
Phenylephrine,CNCC(C1=CC(=CC=C1)O)O,0.0004,0.0034,,0.5,4,Schulz_2020_CritCare,6041,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Phenylpropanolamine (Norephedrine),CC(C(C1=CC=CC=C1)O)N,0.1,0.5,2,3,7,Schulz_2020_CritCare,26934,no,,True,
Phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,10,20,20,10,60,Schulz_2020_CritCare,1775,no,,True,
Pholcodine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OCCN6CCOCC6)OC3C(C=C4)O,0.02,0.08,0.1,35,75,Schulz_2020_CritCare,5311356,no,,True,
Physostigmine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.04,0.06,,0.3,1.5,Schulz_2020_CritCare,5983,no,,True,
Pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,0.015,0.02,0.02,24,55,Schulz_2020_CritCare,16362,no,,True,
Pinazepam,C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.01,0.05,,16,,Schulz_2020_CritCare,40391,no,,True,
Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,0.02,0.15,0.7,2,5,Schulz_2020_CritCare,4828,no,,True,
Pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,0.4,2,,3,11,Schulz_2020_CritCare,4829,no,,True,
Pipamperone,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,0.1,0.4,0.5,17,22,Schulz_2020_CritCare,4830,no,,True,
Piperacillin,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,1,5,,1,2,Schulz_2020_CritCare,43672,no,,True,
Piperazine,C1CNCCN1,0.02,0.1,0.5,,,Schulz_2020_CritCare,4837,no,,True,
Pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,0.001,0.06,0.1,8,11,Schulz_2020_CritCare,62867,no,,True,
Piracetam,C1CC(=O)N(C1)CC(=O)N,20,50,,4.5,7,Schulz_2020_CritCare,4843,no,,True,
Pirenzepine,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,0.03,0.45,,8,20,Schulz_2020_CritCare,4848,no,,True,
Piretanide,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,0.1,1,,0.6,1.7,Schulz_2020_CritCare,4849,no,,True,
Piritramide,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,0.0035,0.014,,4,10,Schulz_2020_CritCare,9331,no,,True,
Pirmenol,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,1,4,,6,18,Schulz_2020_CritCare,65502,no,,True,
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,2,6,14,30,70,Schulz_2020_CritCare,54676228,no,,True,
Pitavastatin,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,0.031,0.081,,5,13,Schulz_2020_CritCare,5282452,no,,True,
Pizotifen (Pizotyline),CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,0.007,0.009,,26,,Schulz_2020_CritCare,27400,no,,True,
Posaconazole,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,0.5,0.7,,20,66,Schulz_2020_CritCare,468595,no,,True,
Practolol,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,1.5,5,,5,13,Schulz_2020_CritCare,4883,no,,True,
Prajmalium (Prajmaline),CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O,0.06,0.44,,5,7,Schulz_2020_CritCare,76959818,no,,True,
Pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,0.0002,0.007,0.015,8,14,Schulz_2020_CritCare,119570,no,,True,
Pranlukast,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,0.2,1.2,,,,Schulz_2020_CritCare,4887,no,,True,
Pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,0.0025,0.0063,,,,Schulz_2020_CritCare,54687,no,,True,
Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,0.2,0.2,,1,2.5,Schulz_2020_CritCare,4891,no,,True,
Prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,0.001,0.02,0.9,2,3,Schulz_2020_CritCare,4893,no,,True,
Prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,0.5,1,2,2,6,Schulz_2020_CritCare,5755,no,,True,
Pregabalin,CC(C)CC(CC(=O)O)CN,2,8,10,,,Schulz_2020_CritCare,5486971,no,,True,
Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,0.5,1.5,5,1,2,Schulz_2020_CritCare,4906,no,,True,
Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,0.1,0.2,,4,7,Schulz_2020_CritCare,4908,no,,True,
Primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,5,10,25,4,12,Schulz_2020_CritCare,4909,no,,True,
Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,20,200,,3,17,Schulz_2020_CritCare,4911,no,,True,
Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.2,2.5,20,-0.5,,Schulz_2020_CritCare,4914,no,,True,
Procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,2.5,14,8,2,5,Schulz_2020_CritCare,4913,no,,True,
Prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0.01,0.05,0.2,7,9,Schulz_2020_CritCare,4917,no,,True,
Procyclidine,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,0.08,1,1,7,16,Schulz_2020_CritCare,4919,no,,True,
Proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,0.04,0.15,,13,24,Schulz_2020_CritCare,6178111,no,,True,
Promazine,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.01,0.05,1,5,41,Schulz_2020_CritCare,4926,no,,True,
Promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,0.01,0.05,0.1,5,20,Schulz_2020_CritCare,4927,no,,True,
Propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,0.3,2,1.1,2,10,Schulz_2020_CritCare,4932,no,,True,
Propallylonal,CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,0.3,10,10,,,Schulz_2020_CritCare,11020,no,,True,
Propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,0.002,0.05,,1,4,Schulz_2020_CritCare,4934,no,,True,
Propiomazine,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,0.05,0.2,,2,15,Schulz_2020_CritCare,4940,no,,True,
Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,1,8,,3,8,Schulz_2020_CritCare,4943,no,,True,
Propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,0.02,0.3,1,2,6,Schulz_2020_CritCare,4946,no,,True,
Propylene glycol,CC(CO)O,0.05,0.5,1000,2,5,Schulz_2020_CritCare,1030,no,,False,excipient_not_therapeutic
Propylhexedrine,CC(CC1CCCCC1)NC,0.01,0.01,0.5,1,,Schulz_2020_CritCare,7558,no,,True,
Propyphenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,1.5,12.5,,1,3,Schulz_2020_CritCare,3778,no,,True,
Prothipendyl,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,0.03,0.08,0.05,2,3,Schulz_2020_CritCare,14670,no,,True,
Protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,0.05,0.3,0.5,50,200,Schulz_2020_CritCare,4976,no,,True,
Pseudoephedrine,CC(C(C1=CC=CC=C1)O)NC,0.5,0.8,1.6,9,16,Schulz_2020_CritCare,7028,no,,True,
Psilocin,CN(C)CCC1=CNC2=C1C(=CC=C2)O,0.008,0.008,0.018,1.8,4.5,Schulz_2020_CritCare,4980,no,,False,psychedelic_schedule_i
Pyrazinamide,C1=CN=C(C=N1)C(=O)N,30,75,,9,10,Schulz_2020_CritCare,1046,no,,True,
Pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,0.05,0.2,,0.5,1.5,Schulz_2020_CritCare,4991,no,,True,
Pyridoxine (Vitamin B ),CC1=NC=C(C(=C1O)CO)CO,0.003,0.018,,3,6,Schulz_2020_CritCare,1054,no,,True,
Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0.1,2,,70,96,Schulz_2020_CritCare,4993,no,,True,
Pyrithyldione,CCC1(C(=O)C=CNC1=O)CC,1,10,,11,20,Schulz_2020_CritCare,4994,no,,True,
Quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,0.01,0.05,,39,,Schulz_2020_CritCare,4999,no,,True,
Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,0.1,0.5,1,,,Schulz_2020_CritCare,5002,no,,True,
Quinapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,0.15,0.5,,2,3,Schulz_2020_CritCare,54892,no,,True,
Quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2,5,8,4,12,Schulz_2020_CritCare,441074,no,,True,
Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,1,7,10,4,15,Schulz_2020_CritCare,3034034,no,,True,
Rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,0.2,1.8,3.6,1,2,Schulz_2020_CritCare,5029,no,,True,
Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,0.00067,0.0013,,15,45,Schulz_2020_CritCare,5035,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Raltegravir (RAL),CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,0.072,0.072,,7,12,Schulz_2020_CritCare,54671008,no,,True,
Ramipril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,0.001,0.04,0.08,1,5,Schulz_2020_CritCare,5362129,no,,True,
Ranitidine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,0.05,1,3,2,4,Schulz_2020_CritCare,3001055,no,,True,
Ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,0.37,1.1,,3,15,Schulz_2020_CritCare,56959,no,,True,
Reboxetine,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,0.06,0.35,0.7,12,14,Schulz_2020_CritCare,127151,no,,True,
Recainam,CC1=C(C(=CC=C1)C)NC(=O)NCCCNC(C)C,1.3,5.7,,5,7,Schulz_2020_CritCare,53084,no,,True,
Remacemide,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,0.1,1,,4,,Schulz_2020_CritCare,60511,no,,True,
Remoxipride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,2.15,2.15,,5,10,Schulz_2020_CritCare,54477,no,,True,
Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,0.004,0.06,,0.5,2.5,Schulz_2020_CritCare,65981,no,,True,
Retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,0.45,0.9,1.8,8,10,Schulz_2020_CritCare,121892,no,,True,
Rifabutin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,0.05,0.15,,24,58,Schulz_2020_CritCare,135415564,no,,True,
Rifampicin (Rifampin),CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,0.1,10,204,1,6,Schulz_2020_CritCare,135398735,no,,True,
Rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,4,24,,10,15,Schulz_2020_CritCare,135403821,no,,True,
Rilmenidine,C1CC1C(C2CC2)NC3=NCCO3,0.003,0.006,,6,10,Schulz_2020_CritCare,68712,no,,True,
Riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,0.05,0.5,,9,15,Schulz_2020_CritCare,5070,no,,True,
Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0.02,0.06,0.12,2,4,Schulz_2020_CritCare,5073,no,,True,
Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,5,11,,3,5,Schulz_2020_CritCare,392622,no,,True,
Rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,0.01,0.36,0.005,5,9,Schulz_2020_CritCare,9875401,no,,True,
Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,0.008,0.02,0.04,1,2,Schulz_2020_CritCare,77991,no,,True,
Rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,0.015,0.1,,2,3,Schulz_2020_CritCare,5078,no,,True,
Rocuronium,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,5,10,,,,Schulz_2020_CritCare,441290,no,,True,
Roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,0.0013,0.0024,,10,30,Schulz_2020_CritCare,449193,no,,True,
Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0.0004,0.006,0.012,2,10,Schulz_2020_CritCare,5095,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,0.4,1.8,2,2,,Schulz_2020_CritCare,175805,no,,True,
Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,0.1,0.3,,3,4,Schulz_2020_CritCare,77999,no,,True,
Rosuvastatin,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,0.006,0.02,,12,32,Schulz_2020_CritCare,446157,no,,True,
Rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,0.0001,0.0007,0.002,5,7,Schulz_2020_CritCare,59227,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Roxatidine,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,0.1,0.8,,5,6,Schulz_2020_CritCare,91276,no,,True,
Roxithromycin,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,4,12,,6,15,Schulz_2020_CritCare,6915744,no,,True,
Rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,5,30,40,6,10,Schulz_2020_CritCare,129228,no,,True,
Salbutamol (Albuterol),CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0.004,0.014,0.018,3,6,Schulz_2020_CritCare,2083,no,,True,
Salicylamide,C1=CC=C(C(=C1)C(=O)N)O,5,40,,,,Schulz_2020_CritCare,5147,no,,True,
Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,20,200,300,3,20,Schulz_2020_CritCare,338,no,,True,
Salvinorin A,CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC,0.01,0.04,,40,80,Schulz_2020_CritCare,128563,no,,False,psychedelic_no_approval
Saquinavir (SQV),CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,0.1,0.25,,3,7,Schulz_2020_CritCare,441243,no,,True,
Saxagliptin,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,0.008,0.025,,2.5,,Schulz_2020_CritCare,11243969,no,,True,
Scopolamine,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0.0001,0.0003,,2,6,Schulz_2020_CritCare,3000322,yes,unit_converted:ng_per_mL_to_mg_per_L,True,
Secbutabarbital,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,5,10,20,34,42,Schulz_2020_CritCare,2479,no,,True,
Secobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,1.5,5,7,15,30,Schulz_2020_CritCare,5193,no,,True,
Selenium,[Se],0.045,0.13,0.4,69,77,Schulz_2020_CritCare,6326970,no,,True,
Seratrodast,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,3,25,,,,Schulz_2020_CritCare,2449,no,,True,
Sertindole,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,0.05,0.1,0.2,55,90,Schulz_2020_CritCare,60149,no,,True,
Sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,0.01,0.15,0.29,24,28,Schulz_2020_CritCare,68617,no,,True,
